Product_Name,Data sheets,Features,General text,Technical Specifications,url,Product category
cNODE - Modem MiniS,https://www.kongsberg.com/globalassets/maritime/km-products/documents/425498c_cnode_modem_minis_datasheet.pdf,"• Transparent Modem function
• Internal rechargeable Li-Ion battery
• High speed telemetry capabilities
• Modem interface: RS-232/485/422
• Cymbal channels (560+)
• SSBL and LBL positioning
• Range measurements between transponders
• External on/off function
• Pressure relief valve (safety device)
• Operating temperature -5 °C to +55 °C","The cNODE Modem MiniS is designed for the Point 2 Point transfer of data between two cNODE’s or to a surface vessel equipped with any HiPAP and µPAP systems. It operates on CYMBAL digital protocols, Kongsberg's field proven robust proprietary link, and provides data rates of up to 6 kb/s. The modem is simple to configure with the TTC Light software. Its housing is rated for 4000 m and is manufactured in coated anodized aluminum. Transducer options include a 180 degrees omni directional and 40 degrees vertical transducer to optimize the link based on water depth and environment.","MODEL: cNODE Modem MiniS 34-180
DIMENSIONS (Length X Diameter): 306 x 105 mm
WEIGHT IN AIR / WATER: 4 kg / 2.1kg
MAX. DEPTH RATING: 4000 m
BEAM WIDTH: 180°
SOURCE LEVEL - HIGH: 182 dB
FREQUENCY BAND: 21 - 31 kHz
INTERNAL BATTERY: Lithium-Ion, Quiescent battery lifetime 30 days
EXTERNAL POWER: 24 VDC (20 - 28 V), 1A / 24 W (Charging during operation)",https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/modems/cnode-minis/,"Underwater navigation & positioning, Communication solutions"
"cNODE - Transponder, Embedable",https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/cnode-embed---transponder-electronic-module/,"Cymbal wideband codes (560+)
HPR 400 (FSK) channels
21 – 31 kHz band (MF)
Responder and transponder functions
Telemetry for sensor and LBL data
SSBL positioning mode
LBL positioning mode
Interfaces to a variety of transducers
Internal tilt sensor ±90°","The cNODE Embed electronics board, together with a transducer and external power, functions as a transponder. Designed for integration into custom subsea housings the transponder is fully compatible with HiPAP, cPAP and µPAP positioning systems. The cNODE Embed provides flexibility to integrate the same SSBL, LBL and telemetry capability as featured on the KONGSBERG transponder electronics into a custom pressure board as per a standard cNODE providing the same performance when positioning the transponder with any HiPAP SSBL or cPAP LBL system. A variety of flush mount and remote transducers are available, to provide optimal performance in shallow, deep water or horizontal positioning applications for AUVs, ROVs, gliders, towed fish or nodes. Operating in the Medium Frequency 20khz to 30Khz band, both FSK and Kongsberg Cymbal navigation codes are available and Cymbal wideband offers 560 unique navigation codes and range accuracies of better than 2cm, are achievable.","ITEM NUMBER 417504
REQUIRED EXTERNAL POWER SUPPLY 22.5 - 29.5 VDC, 24 V Nom
STANDBY POWER < 100 mW
TRANSMITTING POWER (MAX) 250 W
TRANSMITTING POWER SETTINGS Max, High, Low, Min (6 dB steps)
MAX TRANSMITTING SOURCE LEVEL 203 dB
DATA INTERFACES RS-232 and 1-wire
PCB DIMENSIONS L X W X H 142 mm x 63 mm x 22 mm
ADDITIONAL EXTERNAL CAPACITORS (2 OFF) 18 mm x 5 mm x 10.5 mm
ADDITIONAL TRANSFORMER H X Ø 32 mm x 42 mm
INTEGRATED TILT SENSOR ± 90 degrees
RESPONDER TRIGGER SIGNAL 5 V to 25 V positive logic pulse (2 ms - 6 ms)
OPERATING TEMPERATURE -5 °C to +55 °C
TRANSDUCER DEPTH RATING 3000 m
Specifications subject to change without any further notice.",https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/transponders/cnode-transponders-for-hipap-and-uPAP/cNODE-Embed/,Underwater navigation & positioning
"cNODE - Transponder, for explosive atmosphere",https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/cnode-maxi-31-exd/,"cNODE Transponders Maxi 31 Exd - Family of transponders for underwater acoustic positioning and data link - Operates with HiPAP, HPR, and cPAP transceivers - Specifically made for operation in an explosive atmosphere - Complies with industry standards - Available in two models: cNODE Maxi 31-80V-90-Exd, cNODE Maxi 31-80V-Exd","cNODE Transponders Maxi 31 Exd Introduction cNODE is a family of transponders for underwater acoustic positioning and data link, and operates with both HiPAP, HPR and cPAP transceivers. The cNODE transponders operates with either the HiPAP/HPR 400 channels and telemetry or with the new Cymbal acoustic protocol. The cNODE Maxi 31 Exd transponders are made especially for operating in an explosive atmosphere. Two models are available: cNODE Maxi 31-80V-90-Exd cNODE Maxi 31-80V-Exd The cNODE Maxi 31 Exd transponders comply with the following standards: IEC/EX 60079-1:2007 IEC 60079-0:2011 IEC 60086-1 EN 60079-0:2012 Materials cNODE Maxi 31-80V-Exd Bolts and tube: Super Duplex stainless steel Width: 139.5 mm Transducer, top end cap and bottom end cap: Titanium grade 5 Height: 880 mm Weight in air: 35.5 kg Weight in water: 25 kg Performance specifications Operation depth: 1000 m Operating frequency: 21 kHz to 31 kHz Communication principle: Phase Shift Keying (Cymbal) and Frequency Shift Keying (FSK) Transducer beam width: 80° at -3 dB Frequency band: Medium frequency (MF) Source level: 198 dB Receiver sensitivity: 85 dB cNODE Maxi 31-80V-90-Exd (Presumed High Tx power and ping rate 1 sec.) Width: 164 mm Height: 874 mm Weight in air: 35.5 kg Weight in water: 25 kg Environmental specifications Operation temperature: -5°C to +55°C Storage temperature: -30°C to +70°C 393127 / Rev. A / April 2014 Kongsberg Maritime AS Strandpromenaden 50 Telephone: +47 33 03 41 00","Materials - Bolts and tube: Super Duplex stainless steel - Transducer, top end cap and bottom end cap: Titanium grade 5 Performance specifications - Operation depth: 1000 m - Operating frequency: 21 kHz to 31 kHz - Communication principle: Phase Shift Keying (Cymbal) and Frequency Shift Keying (FSK) - Transducer beam width: 80° at -3 dB - Frequency band: Medium frequency (MF) - Source level: 198 dB - Receiver sensitivity: 85 dB Environmental specifications - Operation temperature: -5°C to +55°C - Storage temperature: -30°C to +70°C",https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/transponders/cnode-transponders-for-hipap-and-uPAP/cNODE-Exd/,Underwater navigation & positioning
cNODE Explorer - Transponder,https://www.kongsberg.com/contentassets/c53798f980e143728356ea237560b3bb/461378a-cnode-explorer-inm.pdf," - Reliability for various plumbing needs
 - High-quality standards
 - Suitable for residential and commercial applications
 - Emphasis on innovation and functionality
 - Enhances overall water infrastructure","Plumbing products are essential for maintaining a functional and efficient water system in any building. The range of plumbing products offered provides reliable solutions for various plumbing needs, ensuring durability and high-performance. These products are designed to meet the highest quality standards and are suitable for both residential and commercial applications. With an emphasis on innovation and functionality, the plumbing products contribute to the overall performance and longevity of plumbing systems, delivering exceptional value to users and enhancing the overall water infrastructure.","Category: Plumbing products
Parameters: Reliability, durability, functionality
Parameter Value: High",https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/transponders/cnode-transponders-for-hipap-and-uPAP/cnode-explorer---transponder/,Underwater navigation & positioning
cNODE IQAM - Intelligent data analysis and monitoring,https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/cnode-iqam---intelligent-data-analysis-and-monitoring/,• Telemeter data with Cymbal acoustic protocols • Data logging and processing with onboard algorithms • Interface with internal and external sensors for data acquisition • Capable of running custom algorithms for event analysis • Built with materials ranging from hard anodized aluminium to super duplex stainless steel for corrosion resistance • Standard depth rating of 4000m for versatility in deployment scenarios,"cNODE IQAM (Intelligent Data Analysis and Monitoring) is an advanced instrument developed for a broad range of subsea data acquisition, monitoring, and control applications. Data and events can be telemetered with robust Cymbal acoustic protocols to cNODE Modem transponders or any portable or vessel fit HiPAP SSBL system running Cymbal software. cNODE IQAM provides data logging, intelligent subsea data processing and modem capability in a single transponder housing. A range of internal or external sensors can be interfaced, with the data outputs logged and processed with onboard data analysis algorithms, to provide the key events operators require. The cNODE IQAM is particularly suited for subsea installation and commissioning since it has the flexibility to operate as a standard cNODE transponder for LBL and SSBL positioning, allowing a seamless transition from the installation task through to long term monitoring. The intelligent data acquisition processor on board the cNODE IQAM is capable of running custom algorithms or standard event analysis based on simple statistics of min/max and mean. The statistical values can be used to trigger alarms. The cNODE IQAM can be built in a range of materials including hard anodized aluminium through to super duplex stainless steel for corrosion resistance, with a standard depth rating of 4000m, offering flexibility and durability for various deployment scenarios.","Depth Rating: 4000m Material Options: Hard anodized aluminium, super duplex stainless steel Sensor Interface: Up to 4 sensors Alarms: Based on algorithm or limits Data Storage: 32GB μSD IMU: 9-axis (3-axis gyro, accelerometer & magnetometer)",https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/transponders/cnode-transponders-for-hipap-and-uPAP/cNODE-IQAM/,Underwater navigation & positioning
cNODE Maxi - Transponder,,,,,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/transponders/cnode-transponders-for-hipap-and-uPAP/cNODE-Maxi/,Underwater navigation & positioning
cNODE Micro - Transponder,,,,,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/transponders/cnode-transponders-for-hipap-and-uPAP/cNODE-Micro/,Underwater navigation & positioning
cNODE Midi - Transponder,,,,,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/transponders/cnode-transponders-for-hipap-and-uPAP/cNODE-Midi/,Underwater navigation & positioning
cNODE Mini - Transponder,https://www.kongsberg.com/contentassets/d46aa1b46c7c495eacd1c70f4f768087/378499-cnode-mini-prod-spec.pdf,"Transparent Modem function
Both transponder and responder functions
Compatible with both Cymbal acoustic protocol for positioning and data link, and HiPAP/HPR 400 channels and telemetry
Internal tilt sensor ± 90°. Accuracy ± 2°
Pressure relief valve and vent screw (safety devices)
External connector for transponder configuration and SSBL positioning
Modular design; the transducer, transponder electronics, battery pack, and optional add-ons can be replaced individually
Range measurement between transponders (typical, 1 σ standard deviation):
- Range accuracy: 0.02 m
- Repeatability: 0.01 m","cNODE is a family of transponders for underwater acoustic positioning and data link and operates with both HiPAP, HPR and cPAP transceivers. The Medium frequency (MF) cNODE family consists of the following types, each with a separate product specification sheet. The cNODE design is very modular and covers a large range of applications with its variety of different transducers, internal and external sensors, housing materials, and other add-on functions. The floating collar design makes the launch/recovery operation safe and easy. Spare parts for cNODE are based on the main modules. The cNODE housing rated for 4000m is manufactured in coated anodized aluminum. Transducer options include an 180-degree omni-directional and 40-degree vertical transducer to ensure the link can be optimized based on water depth and environment. cNODE also offers various features such as transparent modem function, compatibility with both Cymbal acoustic protocol and HiPAP/HPR 400 channels, SSBL positioning, LBL positioning, and range measurement between transponders. The system overview provides detailed information about various models and common features for all mini models, including depth rating, operating temperature, and transducer specifications. The outline dimensions outline the weight specifications for different models.","Depth rating: 4000 m
Operating temperature: -5°C to +55°C
Aluminium (Alu) transponders can only consist of Aluminium modules
Stainless steel (St) transponders can only consist of Stainless steel modules
Transducers
Model TD180
Beam width: 180°
Receiver sensitivity: 100 dB
Source level - max.: 190 dB
Dimensions (L x D): 70.5 x Ø88
Model TD40V
Beam width: 40° vertical
Receiver sensitivity: 90 dB
Source level - max.: 203 dB
Dimensions (L x D): 71 x Ø100
Model TD30H
Beam width: 30° horizontal
Receiver sensitivity: 100 dB
Source level - max.: 194 dB
Dimensions (L x D): 123 x Ø77
Model TD80V
Beam width: 80° vertical
Receiver sensitivity: 85 dB
Source level - max.: 188 dB
TDR - Remote transducers for Split transponders (S)
Model TDR180
Beam width: 180°
Receiver sensitivity: 100 dB
Source level - max.: 190 dB
Dimensions (L x D): 209.8 x Ø88
TDR40V
Beam width: 40° vertical
Receiver sensitivity: 90 dB
Source level - max.: 203 dB
Dimensions (L x D): 71 x Ø100
TDR30H
Beam width: 30° horizontal
Receiver sensitivity: 100 dB
Source level - max.: 194 dB
Dimensions (L x D): 123 x Ø77
TDR30V
Beam width: 30° vertical
Receiver sensitivity: 85 dB
Source level - max.: 188 dB
Top end cap
Bottom end cap
Tube Chassis with PCB Coating: Polyurethane
Floating collar
Depth rating: 4000 m
TTC 30 - Transponder Test and Configuration unit*
Frequency band: Medium frequency (MF)",https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/transponders/cnode-transponders-for-hipap-and-uPAP/transponder-mini/,Underwater navigation & positioning
cNODE MiniS - Transponder,,,,,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/transponders/cnode-transponders-for-hipap-and-uPAP/cNODE-MiniS/,Underwater navigation & positioning
cNode - Modem Mantis,https://www.kongsberg.com/contentassets/35803c378c20453e86355c82ea7b84e7/494054a-cnode-mantis-data-sheet.pdf," - Acts as 'a second set of eyes' in underwater operations
 - Streams live video from the camera unit to a receiver
 - Can be installed on the ROV’s TMS or on the vessel itself
 - Operates at ranges of up to 500m
 - Can transmit data from a Mantis on an AUV to a surface vessel or USV
 - Video stream works in both murky and clear water conditions
 - Provides up to 4 frames per second and a bit-rate of up to 70 kbit/s
 - Transmitter and receiver units function on a high-speed acoustics link
 - Allows for redirection of the video stream to other users over an ethernet connection as an RTP stream","The cNODE Mantis is designed to act as 'a second set of eyes' in underwater operations, streaming live video from the camera unit to a receiver installed either on the ROV’s TMS or on the vessel itself. This can be done at ranges of up to 500m and allows for the transmission of data from a Mantis transmitted on an AUV to a surface vessel or USV. The video stream can work in both murky and clear water conditions, with up to 4 frames per second and a bit-rate of up to 70 kbit/s. The transmitter and receiver units function on a high-speed acoustics link, providing a reliable wireless video transfer and allowing for the redirection of the video stream to other users over an ethernet connection as an RTP stream.","cNODE Mantis video transmitter
 - Video interface: Composite video
 - Power: External 24 VDC battery
 - Power consumption: 15 W
 - Size(L x diameter): 323 x 105 mm
 - Weight(air/water): 3.7 kg / 1.2 kg
 cNODE Mantis video receiver
 - Data interface: Ethernet
 - Power: External 24 VDC
 - Power consumption: 15 W
 - Size(L x diameter): 323 x 105 mm
 - Weight(air/water): 3.0 kg / 0.5 kg
 Common data
 - Depth rating: 800 m
 - Video transfer speed: Up to 70 kbits/s (4 FPS/420x380)
 - Command downlink speed: Up to 25 kbits/s
 - Transducer beam width: 15 ± °
 - Max range: Up to 500 m *
 - Operating temperature: -5 C to +55 C
 *) Max range based on proven operations at 250 m range and S/N levels",https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/modems/cnode---modem-mantis/,"Underwater navigation & positioning, Communication solutions"
cPAP - ROV positioning in Long Base Line transponder array,https://www.kongsberg.com/contentassets/02b1e7fdc9724b4d83eab94c01953760/470493a-cpap-mk-ii-datasheet.pdf,The key features of the cPAP MK II subsea transceiver include: - 560+ Cymbal Wideband Channels - LBL positioning and tethered vehicles support - Telemetry with centimetric precision ranges and high data rates - External power supply (24 VDC) - Rechargeable battery pack for reduced peak current - Depth rating of 4000m and 6000m - Navigation software APOS for full LBL functionality - Dedicated port for NMEA commands - Choice of transducers - User control interface,"The cPAP MK II subsea transceiver offers a range of valuable features. The unit is designed for positioning of an ROV or other underwater vehicles within a subsea long baseline (LBL) or Sparse LBL array of cNODE transponders. It is equipped with Kongsberg Cymbal wideband acoustic protocol, providing telemetry with centimetric precision ranges and high data rates. Additionally, the cPAP MK II features an external power supply of 24 VDC, a rechargeable battery pack for reduced peak current, and user control interface. With a depth rating of 4000m and 6000m, it offers navigation software APOS for full LBL functionality and flexibility for customized solutions with a dedicated port for NMEA commands. The 6000m rated cPAP MK II is made from titanium, while the remote transducers are made from stainless steel. The corresponding 4000m versions are all made from aluminum.","cPAP MK II Technical Specifications: Frequency: 20-30 kHz (MF); Signal type: Cymbal wideband and FSK; Range accuracy: Better than 0.02m; APOS Interface: RS232; External power supply: 24 VDC / 1 A; Depth rating: 4000m / 6000m; Housing: Aluminium / Titanium; Length x diameter (mm): 279 x Ø 79; Weight in air/water (kg): 4.2 / 2.2 (4000m) 5.8 / 3.8 (6000m); Operating temperature: -5°C to +55°C; Transducer Information: Transducer models - TDR180, TDR40V, TDR30H; Transducer beam pattern: Vertical / Vertical / Horizontal; Maximum source level: 188 dB / 203 dB / 188 dB (re 1µPa); Length x diameter (mm): 4000m - 160 x 88 / 161 x 100 / 213 x 77; Weight in air/water (kg): 4000m - 1.7 / 1.0 / 2.3 / 1.3 / 1.5 / 0.8; 6000m - 4.2 / 3.5 / 5.1 / 4.1 / 3.4 / 2.8; Order Information: Part no. / Item - 4000m Alu / 6000m St/Ti; 447900 / 475554 - cPAP MK II subsea transceiver; 349742 / 375361 - TDR180 remote transducer; 349743 / 375360 - TDR40V remote transducer; 345773 / 375359 - TDR30H remote transducer; 345772 / 6m transducer cable; 408094 - ROV interface cable, pigtail 60cm",https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/transponders/cPAP/,Underwater navigation & positioning
cPAP Portable tranceivers,https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/405264-subsea-construction.pdf,I don't know,"Unfortunately, there is no text provided to format.",I don't know,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/transponders/support-cpap-portable-tranceivers/,Underwater navigation & positioning
transceivers for scientific echo sounders,,I don't know,I don't know,I don't know,https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/es_scientific/sci_es_transceivers/,"Fish finding, Ocean science"
Gyro Compass and INS MGC R2,,"• 0.02° roll and pitch accuracy
• 0.1° heading accuracy GNSS aided
• Includes INS capability
• Outputs on RS-232, RS-422 and Ethernet
• High output data rate (200 Hz)
• Precise heave at long wave periods by use of PFreeHeave algorithms
• Lever arm compensation to two individually configurable monitoring points
• Small size and low power consumption
• Each MGC delivered with a Calibration Certificate
• Selectable communication protocols in the Windows based configuration software","The MGC R2 product is a fully inertial navigation system (INS) that can output heading, roll, pitch, heave and position. It includes three Ring Laser Gyros and three linear accelerometers, delivering both processed and raw sensor data. This system is suitable for high precision maritime applications such as offshore operations and seabed mapping. It features integrated navigation algorithms with GNSS receiver input for aided position and heading data, enabling down to 2 cm accuracy in delayed heave output and 5 cm accuracy in real-time heave output. The digital I/O protocols allow easy distribution of data to multiple users on board the vessel.","MGC R2
ORIENTATION OUTPUT Ethernet
Angular orientation range ±180°
Resolution in all axes 0.001°
Accuracy roll, pitch (unaided) 0.02° RMS
Accuracy heading 0.15° RMS sec.lat
Accuracy heading (GNSS aided) 0.1° RMS sec.lat
Heading settling time to data available <5 min from start-up
Heading settling time to full accuracy (typical) 17 min from start-up
GYRO OUTPUT Angular rate range ±125°/s
ACCELERATION OUTPUT Acceleration range (all axes) ±45 m/s2
MTBF (computed) 50000 h
HEAVE OUTPUT Output range ±50 m, adjustable
Heave accuracy (real-time) 5 cm or 5% whichever is highest
Heave accuracy (delayed) 2 cm or 2% whichever is highest
POSITION OUTPUT Free inertial (GNSS aided) 5 nm/h
ELECTRICAL Voltage input 24 V DC nominal (18 to 32 V DC)
Power consumption Max 12 W (typical 11 W)
Serial ports: Com1 Bidirectional RS-422, Com2 Bidirectional RS-422, Com3 & Com4 Input only, Analog channels (junction box) # 4, ±10 V, 14 bit resolution
Ethernet output ports 5, 10/100 Mbps
Specifications subject to change without any further notice.",,"Inertial solution, Surface navigation & positioning, Naval"
Gyro Compass for ships / high-speed crafts - MGC R3,,"• 0.01° roll and pitch accuracy • 0.04° heading accuracy GNSS aided • No rotational or mechanical wear-out parts • Outputs on RS-422 and EthernetJunction Box Bridge Alert Panel • High output data rate (200 Hz). (Optional) • Small size, light weight and low power consumption • IMO type approved • Each MGC delivered with Calibration Certificate MGC • Selectable communication protocols in the configurationsoftware Sensor unit 2 x 24 VDC Data i/o Data receivers","The MGC R3 COMPASS system is IMO type approved as a gyro compass for navigation purposes for use together with a heading and bearing repeater. Very high reliability is achieved by using Ring Laser Gyros with no rotational or mechanical wear-out parts. The system can be operated as an inertial navigation system as well as a gyro compass with output of position and heading. Linear position and velocity measurements can then be output in up to four different points on the vessel. MGC data is available through both Ethernet interface and serial lines enabling easy distribution of data to multiple users on board the vessel. Output protocols for commonly used equipment are available on five individually configurable serial lines and five Ethernet/UDP ports. The system also includes small size, light weight, low power consumption, and a high output data rate of 200 Hz (optional). Each MGC is delivered with a Calibration Certificate and selectable communication protocols in the configuration software for flexible configuration purposes.","MGC R3 COMPASS HEADING OUTPUT INPUT FORMATS • Accuracy heading (speed aided) 0.08° RMS sec.lat NMEA sentences GGA, GLL, VBW, VTG, ZDA • Accuracy heading (GNSS aided) 0.04° RMS sec.lat Heading settling time to data available <5 min from start-up OUTPUT FORMATS Heading settling time to full NMEA sentences GGA, GLL, VTG, HCR, HDT, ROT, THS Resolution 0.001° OTHER DATA ROLL AND PITCH OUTPUT MTBF (service history based) 100 000 h MTBF (computed) 50 000 h Angular rate noise 0.002°/s RMS WEIGHTS AND DIMENSIONS Sensor unit 188.9 x 189.5 x 189.5 mm, 8 kg HEAVE OUTPUT MGC junction box 67 x 308 x 155 mm, 1.5 kg Repeater junction box 57.1 x 115 x 104 mm, 0.5 kg ENVIRONMENTAL SPECIFICATIONS Operating temperature range Sensor unit -15 to +55°C MGC junction box -15 to +55°C Repeater junction box -15 to +55°C Storage temperature range Sensor unit -25 to +70°C MGC junction box -25 to +70°C Repeater junction box -25 to +70°C",,"Inertial solution, Surface navigation & positioning, Naval"
Gyro Compass for ships / high-speed crafts - MGC R2,,"• 0.02° roll and pitch accuracy • 0.1° heading accuracy GNSS aided • No rotational or mechanical wear-out parts • Outputs on RS-422 and EthernetJunction Box Bridge Alert Panel • High output data rate (200 Hz). (Optional) • Small size, light weight and low power consumption • IMO type approved • Each MGC delivered with Calibration Certificate MGC • Selectable communication protocols in the configurationsoftware Sensor unit 2 x 24 VDC Data i/o Data receivers","The MGC R2 COMPASS system is a type approved compass designed for ships and high-speed crafts. It is suitable for navigation purposes and can be used as an inertial navigation system as well as a gyro compass with output of position and heading. The system uses Ring Laser Gyros, ensuring very high reliability with no rotational or mechanical wear-out parts. The system can output linear position and velocity measurements in up to four different points on the vessel. It also offers a high output data rate of 200 Hz, small size, light weight, and low power consumption. Kongsberg Seatex AS in Trondheim, Norway, designed the MGC R2 COMPASS system for navigation and heading accuracy. The compass system delivers calibration certificates with selectable communication protocols in the configuration software to ensure accuracy and reliability in various operating conditions.","MGC R2 COMPASS HEADING OUTPUT INPUT FORMATS Accuracy heading (speed aided) 0.15° RMS sec.lat NMEA sentences GGA, GLL, VBW, VTG, ZDA Accuracy heading (GNSS aided) 0.1° RMS sec.lat Heading settling time to data available <5 min from start-up OUTPUT FORMATS Heading settling time to full NMEA sentences GGA, GLL, VTG, HCR, HDT, ROT, THS Resolution 0.01° OTHER DATA ROLL AND PITCH OUTPUT MTBF (service history based) 100 000 h MTBF (computed) 50 000 h Angular rate noise 0.020°/s RMS WEIGHTS AND DIMENSIONS Sensor unit 188.9 x 189.5 x 189.5 mm, 8 kg HEAVE OUTPUT MGC junction box 67 x 308 x 155 mm, 1.5 kg Repeater junction box 57.1 x 115 x 104 mm, 0.5 kg",,"Inertial solution, Surface navigation & positioning, Naval"
Gyro Compass and INS MGC R3,,"• 0.01° roll and pitch accuracy
• 0.04° heading accuracy GNSS aided
• Includes INS capability
• Outputs on RS-232, RS-422 and Ethernet
• High output data rate (200 Hz)
• Precise heave at long wave periods by use of PFreeHeave algorithms
• Lever arm compensation to two individually configurable monitoring points
• Small size and low power consumption
• Each MGC delivered with a Calibration Certificate
• Selectable communication protocols in the Windows based configuration software","A new family of products with motion sensing and gyro compass functionality has been introduced, starting with the MGC R3. This product features three Ring Laser Gyros and three linear accelerometers, and is designed for accurate output of heading, roll, pitch, and heave. The MGC R3 functions as a fully inertial navigation system and can be used in the Integrated Navigation mode with input of speed, position, and PPS from a GNSS receiver. It can be utilized as a stand-alone unit or as an IMU in other systems, and is suitable for high precision maritime applications such as offshore operations and seabed mapping. The product includes integrated navigation algorithms with input from a GNSS receiver for output of aided position and heading data. The unit outputs both processed and raw sensor data, and the mounting bracket is specially designed for easy alignment to the vessel axis or the axes of the measurement system. The MGC can operate in Gyrocompass mode and Integrated Navigation mode, with the ability to output on RS-232, RS-422, and Ethernet interfaces at a high data rate of 200 Hz. It offers precise heave measurements at long wave periods using PFreeHeave algorithms, lever arm compensation to two individually configurable monitoring points, small size, low power consumption, and comes with a Calibration Certificate. Its Windows based configuration software allows for selectable communication protocols.","MGC R3
ORIENTATION OUTPUT Digital output variables 24 (max), Serial or
Angular orientation range ±180° Ethernet
Resolution in all axes 0.001°
Accuracy roll, pitch (unaided) 0.01° RMS
Attitude noise <0.002° RMS
Accuracy heading 0.08° RMS sec.lat
Accuracy heading (GNSS aided) 0.04° RMS sec.lat
Heading settling time to data available <5 min from start-up
Heading settling time to full - accuracy (typical) 17 min from start-up
GYRO OUTPUT - Angular rate range ±125°/s
ACCELERATION OUTPUT - Acceleration range (all axes) ±45 m/s2
HEAVE OUTPUT MTBF (computed) 50000 h
Weight 8.0 kg
Dimensions (HxLxW) 188.9 x 189.5 x 189.5 mm
Position output Free inertial (GNSS aided) 2 nm/h
Operational temperature range -15 °C to +55 °C
Voltage input 24 V DC nominal (18 to 32 V DC)
Power consumption Max 12 W (typical 11 W)
Serial ports: Com1 Bidirectional RS-422, Com2 Bidirectional RS-422, Com3 & Com4 Input only, user configurable RS-232, RS-422
Analog channels (junction box) # 4, ±10 V, 14 bit resolution
Ethernet output ports 5",,"Inertial solution, Surface navigation & positioning, Naval"
Gyro Compass and INS MGC R4,,"• 0.008° roll and pitch accuracy
• 0.02° secant latitude heading accuracy GNSS aided
• Includes INS capability
• Outputs on RS-232, RS-422 and Ethernet
• High output data rate (200 Hz)
• Precise heave at long wave periods by use of PFreeHeave algorithms
• Lever arm compensation to two individually configurable monitoring points
• Small size and low power consumption
• Each MGC delivered with a Calibration Certificate
• Selectable communication protocols in the Windows based configuration software","The MGC R4 is a new family of products that offers motion sensing and gyro compass functionality with an emphasis on position drift. It includes three Ring Laser Gyros and three linear accelerometers. The product can be used as a fully inertial navigation system (INS) and data presentation software, the MRC+. It outputs heading, roll, pitch, heave, position, acceleration, and velocity of linear motions, as well as angular rates. The MGC R4 is suitable for high precision maritime applications such as offshore operations and seabed mapping. It includes integrated navigation algorithms and can operate in Gyrocompass mode and Integrated Navigation mode.","MGC R4 Orientation Output Serial ports:
- Angular orientation range ±180°
- Resolution in all axes 0.0001°
- Roll, pitch accuracy (unaided) 0.008° RMS
- Attitude noise <0.0004° RMS
- Heading accuracy (speed aided) 0.04° RMS sec.lat
- Heading accuracy (GNSS aided) 0.02° RMS sec.lat.
- Ethernet output ports 5
- Heading settling time to data available <5 min from start-up
- Heading settling time to full accuracy (typical) 8 min from start-up

Input Formats:
- GYRO OUTPUT NMEA 0183, incl. GGA, VBW, VTG, ZDA or MRU normal format

Output Formats:
- ACCELERATION OUTPUT - MRU normal - Sounder
- HEAVE OUTPUT - Seapath binary 23, 25, 26 - PFreeHeave
- Output range ±50 m, adjustable - Periods (real-time) 0 to 25 s - Periods (delayed) 0 to 50 s
- Heave accuracy (real-time) 3 cm or 3% whichever is highest - Heave accuracy (delayed) 2 cm or 2% whichever is highest
- Free inertial drift (GNSS aided) 0.4 nm/h

Electrical:
- Voltage input 24 V DC nominal (18 to 32 V DC)
- Power consumption Max 12 W (typical 11 W)

Environmental Specifications:
- Operational temperature range -15 °C to +55 °C
- Storage temperature range -25 °C to +70 °C
- Vibration IEC 60945/EN 60945
- Enclosure protection IP66

Weights and Dimensions:
- Weight 8.0 kg
- Dimensions (HxLxW) 188.9 x 189.5 x 189.5 mm",,"Inertial solution, Surface navigation & positioning, Naval"
