Product_Name,Product category,Introduction,Block1,Block2,Block3,Features,Technical Specifications,url,Data sheets,downloads,product_family_name,is_range
AIS 300,Surveillance & monitoring,,,,,"Key Features: - Reception of all types of internationally approved AIS messages - Three separate AIS channels - Easy integration via network or serial interfaces - Transmission of message 27 on SAT AIS frequencies - Special tracking functionality and well valve status monitoring for aquaculture live-fish carriers - Position accuracy of 5 m (DGPS optional) - Velocity of 0.05 m/s (DGPS optional) - Power consumption of 9 W average, 39 W peak - Interface options include rate of turn, ECDIS/ECS, standard PI, radar, and long range communication system","AIS 300: PERFORMANCE POWER SPECIFICATIONS: - Position accuracy: 5 m (DGPS optional) -95 % CEP - Velocity: 0.05 m/s (DGPS optional) -95 % - Input voltage: +24 V DC (op. range 12 to 32 V DC) - Power consumption: 9 W average, 39 W peak. DATA INPUTS: - Gyro compass NMEA - GPS antenna 5 V CD from AIS Unit - GPS main source NMEA - DGPS corrections RTCM - SC104 v2.1. ENVIRONMENTAL SPECIFICATIONS: - Operating temperature range: AIS 300 Unit (-15 to +55 ºC), GPS antenna (-50 to +70 ºC), VHF antenna (-55 to +70 ºC) - Humidity: AIS 300 Unit < 95 % relative, non-condensing, GPS antenna 100 %, hermetically sealed, VHF antenna 100 %, hermetically sealed. INTERFACES: - Communication ports: 7 x RS-422 (isolated), 2 x RS-232 (service, unisolated) - Baud rate: 4800 to 115200 Baud - Message formats: NMEA AIS message - LAN: Ethernet, 10/100 Mbit/s (autosense). STANDARDS: - Product safety low voltage: IEC 60945/EN 60945 - Electromagnetic compatibility, immunity/radiation: IEC 60945/EN 60945 - Vibration: IEC 60945/EN 60945 - Radio module: VHF transmitter 12.5 W/1 W, Receiver sensitivity Better than -107 dBm AIS. Options input/output include rate of turn (Input), ECDIS/ECS, standard PI, radar, and long range communication system.",https://www.kongsberg.com/maritime/products/bridge-systems-and-control-centres/navigation-systems/ais-automatic-identification-sensor/,https://www.kongsberg.com/contentassets/abc742e411b04f1ab77096bc04194195/datasheet_ais300.pdf,,"Automatic Identification System, AIS",1.0
AIS 300S,Surveillance & monitoring,,,,," - Automatic transmission (addressed and broadcast) of warnings and notifications related to a special operation
 - Virtual marking of an area of operation
 - VHF Data Link commands to all AIS or specific AIS mobile units in the operation area
 - Distribution of special messages and operational specific data (meteorological and hydrographic info., mooring line tension etc.)
 - Built-in Windows user interface for area configuration
 - Sensitivity better than -115 dBm
 - Built-in storage capability of AIS raw data
 - SNMP AIS 300S
 - WEB interface for remote configuration and SW update of built-in AIS module","AIS 300S
Interfaces:
 - Communication ports: RS-422/RS-232 incl. RTCM input
 - Message formats: NMEA
 - LAN: 100 Mbs BaseT Ethernet
Radio Module:
 - VHF transmitter: 12.5 W or 1 W (remote switchable)
 - Sensitivity: Better than -115 dBm
 - Bandwidth: 25 kHz
 - Frequencies: 156.025 to 162.025 MHz
Weights and Dimensions:
 - AIS 300S Unit: 5.2 kg, 89 mm x 485 mm x 345 mm
 - GPS antenna: 0.15 kg, 230 mm x 33 mm
 - VHF antenna: 1.0 kg, 1250 mm
Power Specifications:
 - Input voltage: 100 to 240 V AC (50 to 60 Hz)
 - Power consumption: Average 30 W, peak 55 W",https://www.kongsberg.com/maritime/products/bridge-systems-and-control-centres/navigation-systems/ais-automatic-identification-sensor/,https://www.kongsberg.com/contentassets/abc742e411b04f1ab77096bc04194195/datasheet_ais300s.pdf,,"Automatic Identification System, AIS",1.0
AIS AQ610,Surveillance & monitoring,,,,,"Key Features:
- Sensitivity better than -115 dBm
- SNMP v.2
- WEB interface for remote configuration and software update
- Three remotely configurable receivers (TDMA/DSC)
- USB interface for firmware update
- Transmission of virtual AtoN, implementation of a subset of IEC 62320-2 functionality
- Serial interface, data (RS-232)
- Optional combined 100 to 240 V AC and 24 V DC version
- Supporting NTP as client and server
- Interface to meteorological sensors (option)
- Own position message (synthetic VDO) for map presentation","AIS AQ610
- Communication ports: RS-232, LAN 100 Mbs BaseT Ethernet
- Message formats: NMEA
- VHF transmitter: 12.5 W or 1 W (remotely switchable)
- Sensitivity: Better than -115 dBm
- Bandwidth: 25 kHz
- Frequencies: 156.025 to 162.025 MHz
- Default Channels: 87B (161.975 MHz), 88B (162.025 MHz)
- Protocol: FATDMA
- GNSS receivers: 50 channels
- Operating temperature range: AIS Unit -15 to +55 ºC, GNSS antenna -50 to +70 ºC, VHF antenna -55 to +70 ºC
- Humidity: AIS Unit < 95 % relative, non-condensing
- Electrical safety standards: EN 60950-1
- Weight and dimensions: AIS Unit 3 kg, 44 mm x 485 mm x 345 mm
- Power specifications: AIS Unit 100 to 240 V AC (50 to 60 Hz), AIS Unit 24 V DC, Optional combined 100 to 240 V AC and 24 V DC, Average power consumption: 9 W, peak 39 W",https://www.kongsberg.com/maritime/products/onshore/onshore-systems/ais-network-infrastructure-shorebased/ais-physical-shore-stations/,https://www.kongsberg.com/contentassets/ce398b77c82a49b78da71cab3dbe06ab/datasheet_aisaq610.pdf,,AIS physical shore stations,1.0
AIS BS600,Surveillance & monitoring,,,,," - Sensitivity better than -115 dBm
 - Built-in storage capability of AIS raw data
 - SNMP v.2
 - WEB interface for remote configuration and SW update
 - AIS data filtering capabilities
 - RTCM v.2.3 support for reception of DGPS corrections on LAN or serial interface
 - Can optionally be delivered with built-in IALA correction receiver
 - Three remotely configurable receivers (TDMA/DSC)
 - AIS repeater functionality in accordance with IEC 62320-3
 - USB interface for firmware upgrade
 - Transmission of virtual AtoN, implementation of a subset of IEC62320-2 functionality
 - Built-in display in front of unit for easy onsite configuration
 - Supporting NTP as client and server
 - Available auxiliary equipment enabling functionality such as: Separate or combined transmitting and receiving antennas, Remotely controlled hard power reset of PSS equipment, DGNSS reference and monitor stations","AIS BS600
INTERFACES: RS-422/RS-232 incl. AIS Unit, RTCM input
Message formats: NMEA
GNSS antenna
VHF antenna
RADIO MODULE STANDARDS AND REGULATIONS: VHF transmitter 12.5 W or 1 W (remotely switchable), Sensitivity Better than -115 dBm, Bandwidth 25 kHz, Frequencies 156.025 - 162.025 MHz, Default Ch. 87B (161.975 MHz Base station), Default Ch. 88B (162.025 MHz), Protocol FATDMA, MTBF (hours) >100.000 (designed to meet)
GNSS MODULE: GNSS receivers 50 channels
WEIGHTS AND DIMENSIONS: AIS Unit 5.2 kg, 89 mm x 485 mm x 345 mm, GNSS antenna 0.15 kg, 230 mm x 33 mm, VHF antenna 1.0 kg, 1250 mm
POWER SPECIFICATIONS: Input voltage 100 to 240 V AC (50 to 60 Hz), Power consumption Average 30 W, peak 55 W, GNSS antenna 5 V DC from AIS Unit
ENVIRONMENTAL SPECIFICATIONS: Operating temperature range AIS Unit -15 to +55 ºC, GNSS antenna -50 to +70 ºC, VHF antenna -55 to +70 ºC, Specifications subject to change without any further notice.",https://www.kongsberg.com/maritime/products/onshore/onshore-systems/ais-network-infrastructure-shorebased/ais-physical-shore-stations/,https://www.kongsberg.com/contentassets/ce398b77c82a49b78da71cab3dbe06ab/datasheet_aisbs600.pdf,,AIS physical shore stations,1.0
AIS BS610,Surveillance & monitoring,,,,,"Key Features:
- Sensitivity better than -115 dB
- SNMP v.2
- Optional combined 100 to 240 VAC and 24 VDC (10-36 VDC) version
- Optional combined 100 to 240 VAC and 48 VDC (36-75 VDC) version
- WEB interface for remote configuration and SW upgrade
- RTCM v.2.3 support for reception of DGPS corrections on LAN
- Three remotely configurable receivers (TDMA/DSC)
- USB interface for firmware upgrade
- Transmission of virtual AtoN, implementation of a subset of IEC 62320-2 functionality
- AIS repeater functionality in accordance with IEC 62320-3
- Redundancy support (RS-232)
- Supporting NTP as client and server
- Available auxiliary equipment enabling functionality such as: AIS BS 610
- Separate or combined transmitting and receiving antennas
- Remotely controlled hard power reset of PSS equipment
- DGNSS reference and monitor stations
- Supporting 10 parallel consecutive TCP connections","AIS BS610
- Communication ports: RS-232, NMEA, LAN 100 Mbs BaseT Ethernet
- VHF transmitter: 12.5 W or 1 W (remotely switchable)
- Sensitivity: Better than -115 dBm
- Bandwidth: 25 kHz
- Frequencies: 156.025 to 162.025 MHz
- Default Ch. 87B (161.975 MHz), Default Ch. 88B (162.025 MHz)
- GNSS receivers: 50 channels
- WEIGHT AND DIMENSIONS: AIS Unit - 3 kg, 44 mm x 485 mm x 345 mm, AIS Unit 24 V DC - 3.3 kg, 44 mm x 485 mm x 345 mm, GNSS antenna - 0.15 kg, 230 mm x 33 mm, VHF antenna - 1.0 kg, 1250 mm
- POWER SPECIFICATIONS: AIS Unit - 100 to 240 V AC (50 to 60 Hz), AIS Unit 24 V DC, AIS Unit 48 V DC - Optional combined 100 to 240 V AC and 24 V DC, Optional combined 100 to 240 V AC and 48 V DC, AIS Unit power consumption - Average 9 W, peak 39 W",https://www.kongsberg.com/maritime/products/onshore/onshore-systems/ais-network-infrastructure-shorebased/ais-physical-shore-stations/,https://www.kongsberg.com/contentassets/ce398b77c82a49b78da71cab3dbe06ab/411069d_ds_aisbs610_dec22.pdf,,AIS physical shore stations,1.0
AIS RX610,Surveillance & monitoring,,,,,"Key Features:
- Sensitivity better than -115 dBm
- SNMP v.2
- WEB interface for remote configuration and software update
- Three remotely configurable receivers (TDMA/DSC)
- USB interface for firmware update
- Serial interface, data (RS-232)
- Optional combined 100 to 240 V AC and 24 V DC version
- Supporting NTP as client and server
- Own position message (synthetic VDO) for map presentation","AIS RX610
- Communication ports: RS-232, Message formats: NMEA, LAN 100 Mbs BaseT Ethernet
- Radio module: Sensitivity Better than -115 dBm, Bandwidth: 25 kHz, Frequencies: 156.025 to 162.025 MHz, Default Ch. 87B (161.975 MHz), Default Ch. 88B (162.025 MHz)
- Environmental specifications: Service and redundancy, Operating temperature range: -15 to +55 ºC, Humidity: < 95 % relative, non-condensing, GPS antenna: 100 % hermetically sealed, VHF antenna: 100 % hermetically sealed
- Standards and regulations: Electrical safety EN 60950-1, Electromagnetic compatibility EN 60945/EN 61000-6-3/6-2, Electrical interface IEC 61162-1/2, IALA recommendation A-124, Radio IEC 61993-2 (clause 15), ITU-R M. 1371-5
- Weights and dimensions: AIS RX610 Unit: 3 kg, 44 mm x 485 mm x 345 mm, AIS RX610_24 V DC Unit: 3.3 kg, 44 mm x 485 mm x 345 mm, GPS antenna: 0.15 kg, 230 mm x 33 mm, VHF antenna: 1.0 kg, 1250 mm
- Power specifications: AIS RX610 Unit: 100 to 240 V AC (50 to 60 Hz), AIS RX610_24 V DC Unit: Optional combined 100 to 240 V AC and 24 V DC, Power consumption: 9 W average",https://www.kongsberg.com/maritime/products/onshore/onshore-systems/ais-network-infrastructure-shorebased/ais-physical-shore-stations/,https://www.kongsberg.com/contentassets/ce398b77c82a49b78da71cab3dbe06ab/datasheet_aisrx610.pdf,,AIS physical shore stations,1.0
AIS service management system,Surveillance & monitoring,,,,," - Monitoring of all AIS vessels and AIS AtoN within range
 - Utilizes different types of electronic charts
 - Receives a data stream of VDM messages from AIS Base Stations
 - AIS Base Station management
 - Geographical displaying of AIS targets
 - Tabular listing of AIS targets with sorting and filtering functionality
 - AIS target detail windows for Vessels, AIS Base Stations, and AIS AtoNs
 - Seamless entry to other modules such as data storage, data replay, addressed and broadcast message transmission, and area definition tool",I don't know,https://www.kongsberg.com/maritime/products/onshore/onshore-systems/ais-network-infrastructure-shorebased/ais-service-management-system/,,{},,
Analytics,Underwater navigation & positioning,,,,,"• One-stop solution that provides real-time overview across platforms and data types
• Flexible and scalable, suitable for both small and large organizations
• Open ecosystem building on FAIR data principles
• Allows for deployment of customized machine learning algorithms
• Cyber secure solution",I don't know,https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/analytics/,https://www.kongsberg.com/contentassets/90db5b261a15439e8c200bfc2969308f/datasheet_blueinsight.pdf,{'Data sheet': ['https://www.kongsberg.com/contentassets/90db5b261a15439e8c200bfc2969308f/datasheet_blueinsight.pdf']},,
APOS - Operating station for HiPAP and HPR Acoustic positioning systems,Surveillance & monitoring,,,,," - Innovative design
 - Advanced functionality
 - Seamless integration
 - Intuitive operation
 - Versatility for various applications"," - Category: Design
   - Parameters: Innovative design
     - Parameter value: Advanced
 - Category: Functionality
   - Parameters: Integration
     - Parameter value: Seamless
   - Parameters: Operation
     - Parameter value: Intuitive
 - Category: Applications
   - Parameters: Versatility
     - Parameter value: Various",https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/HiPAP-HPR/,https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/apos-survey---surveyors-independent-operator-station-for-hipap/,"{'Application note': ['https://www.kongsberg.com/contentassets/c8ed4213f5cc4e05b1a9da40928e42ba/application-note-transducer-alignment_version-2.pdf', 'https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/339312_technical_bulletin_setting_up_2_lbl_arrays_in_apos.pdf', 'https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/hipap-application-note-sparse-lbl.pdf', 'https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/tow-fish-tracking/'], 'Brochure': [], 'Data sheet': ['https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/apos-survey---surveyors-independent-operator-station-for-hipap/'], 'Information letter': ['https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/430801-hipap-sw-lbl-positioning-info-letter.pdf', 'https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/415197-mean-sound-velocity-info-letter.pdf', 'https://www.kongsberg.com/contentassets/48b763f56d4c431e9d1fe60be9d5f176/365427n-poscom-support-limitations.pdf'], 'Manual': ['https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/403549f-apos-survey-ins.pdf', 'https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/apos-for-hipap-model-501_451_351_101-instruction-manual/', 'https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/160925af_apos_for_hpr_400_series_complete_instruction_manual.pdf', 'https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/binary-communication-protocol-hpr-400/'], 'Product leaflet': ['https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/apos-trainer/'], 'Software release note': ['https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/388797.pdf', 'https://www.kongsberg.com/contentassets/a1a3d8203e4f4d18b7dbb6aa4f97968e/apos-6_10_1-software-release-note.pdf'], 'User procedures': ['https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/hipap-sparse-lbl---user-procedure/'], 'Downloads': ['https://www.kongsberg.com//maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/hipap-352/', 'https://www.kongsberg.com//maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/hipap-352/', 'https://www.kongsberg.com//maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/hipap-452/', 'https://www.kongsberg.com//maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/hipap-102p/', 'https://www.kongsberg.com//maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/hipap-352p/', 'https://www.kongsberg.com//maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/hipap-502-high/', 'https://www.kongsberg.com//maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/HiPAP-HPR/']}",,
APOS Survey - Surveyor's independent Operator Station for HiPAP,Communication solutions,,,,,"APOS Survey offers: 
- Full LBL and SSBL 
- Quicker mobilisation times 
- Designed for both permanent and temporary installation on vessels 
- Direct communication with the HiPAP transceiver 
- Independence from the vessel's Dynamic Positioning (DP) network 
- Interface with local survey grade sensors, IMU, GYRO and GNNS 
- Support for cPAP LBL transceiver for ROV positioning and portable HiPAP transceivers 
- Simultaneous HiPAP transducer alignment for both vessel and APOS Survey system 
- APOS Survey OS version 6 or later 
- Opto isolated serial interface for secure connection to the vessel’s HiPAP 
- Integration with vessels or local survey sensors (GNSS MRU, Gyro) 
- Configuration of lever arms and offsets independent of the vessel 
- Cymbal digital acoustics (500+ channels) 
- Multiple positioning modes: SSBL Fast Track, LBL & Sparse LBL 
- SSBL Alignment and LBL boxin calibration 
- Blue Marble Geodetic Library 
- Interfaces to Subsea HAIN and cPAP LBL ROV Transceiver 
- Interface for ROV pressure and sound velocity sensors 
- Support for industry standard and proprietary NMEA telegrams to HiPAP","MP8300 computer: Type-approved by ABS, BV, CCS, DNV, GL, KR, LR, NKK, PRS and RINA, tested against IACS Unified Requirements E10 and IEC 60945, 8 Port serial card; 4 x RS-232 and 4 x RS-422/485, 4 Gigabit Ethernet ports, 128 GB SSD drive, DVD-RW, Power: 110 - 240 V AC, Connecting to vessel's APOS computer: MOXA NPort 5450I Ethernet to Serial Converter, ASI program: Delivered separately to be loaded into the vessel's APOS computer",https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/apos-survey---surveyors-independent-operator-station-for-hipap/,,{},,
Aquaculture monitoring system,Underwater navigation & positioning,,,,,"Key Features: - Enhanced sensor suite for environmental monitoring - Advanced echo sounders for fish distribution monitoring - Real-time and historical data from integrated sensors - K-Fins operation support tool for situational awareness - Modules for environment, feed, welfare, and birdseye support - KONGSBERG Edge Hardware for secure data capture and transmission",I don't know,https://www.kongsberg.com/maritime/products/commercial-fisheries/aquaculture-monitoring-systems/aquaculture-monitoring-system/,https://www.kongsberg.com/contentassets/520f6e01da10469ea53f0398a179973e/km_datsheeta4_aquaculture-monitoring-system_210512.pdf,"{'Data sheet': ['https://www.kongsberg.com/contentassets/520f6e01da10469ea53f0398a179973e/km_datsheeta4_aquaculture-monitoring-system_210512.pdf'], 'Downloads': ['https://www.kongsberg.com//contentassets/520f6e01da10469ea53f0398a179973e/km_datsheeta4_aquaculture-monitoring-system_210512.pdf']}",,
ASR x50,Communication solutions,,,,,"Extended lifetime
Next generation algorithms and processing capabilities
Leading vessel detection performance
In-orbit reconfigurable SDR design with proven heritage
Simultaneous on-board and sampling modes
High reliability with built-in redundancy
Radiation tolerant by design
Multi antenna support
Excellent immunity against unwanted signals
Large on-board mass memory
Superior dynamic range","PERFORMANCE
- Frequency range: 156 to 163 MHz AIS receiver
- Sensitivity: < -126 dBm @ 20 % PER
- Noise figure: < 2 dB (nominal)
- Dynamic range: -126 dBm to -40 dBm
WEIGHT AND DIMENSIONS
- Weight: 1.3 kg
- Dimensions: 51 mm x 140 mm x 168 mm
POWER SPECIFICATIONS
- Input voltage: 9 to 18 VDC, 24 to 32 VDC (option)
- Power consumption: From 4.5 W dependent on configuration selected
ENVIRONMENTAL SPECIFICATIONS2
- Operating temperature: -20 °C to +60 °C
- Design lifetime: 7+ years in LEO
- First natural frequency: > 1000 Hz
- AIS frequencies: Channel 87B, 88B, 75 and 76
- AIS message support: All AIS messages defined in ITU-R M.1371-5
- Memory capacity cycle: 100 min. sampling + 100 % OBP duty cycle
INTERFACES
- RF: 2 antenna support
- RS-422/RS-485: 115.2 kbps, 230.4 kbps, 460.8 kbps and 921.6 kbps1
- Connectors: Antennas Bulkhead SMA, female; Power Micro D-subminiature; Serial Micro D-subminiature",https://www.kongsberg.com/maritime/products/onshore/space-based/ais-space-receiver/,https://www.kongsberg.com/contentassets/6a9f1eb8cd5647959847f9d32783b09a/datasheet_asrx50.pdf,,AIS space receivers,1.0
"Autonomous Underwater Vehicle, HUGIN Edge","Seafloor mapping, Surveillance & monitoring, Naval, Geophysical survey, Autonomous and uncrewed solutions",,,,,"• Exceptional reliability, durability and performance • Truly autonomous missions • Next generation mid-size Autonomous Underwater Vehicle • Equipped with side-scan sonar or next generation synthetic aperture sonar (upgradeable) • Ultra high-frequency multi-beam echo sounder and magnetometer for precise mapping • Autonomous by design with low logistics and exceptional navigation performance • Flexible delivery with USV or uncrewed launch and recovery • Goal-based mission planning employing Artificial Intelligence • Always flexible and maximizes operational cycles","Endurance: 24 hours @ 4 knots, 85% payload usage; Depth rating: 1000m; Speed range: 2 - 5 knots; Dimensions: Length 400cm; height 35cm; Weight: 300kg in air*; Navigation: Better than 0.04% of DT CEP50**; Connectivity: Hi-speed wireless download, cNode acoustic link, Iridium, 4/5G, long-range RF; Navigation Sensor Suite: Sunstone INS, Seatex MGC, DVL, CT/P/SVT, multi-axes FLS; Sidescan: Sidescan upgradeable to customizable high coverage high resolution Synthetic Aperture Sonar; MBES: 0.7 – 1.4MHz, 140° of coverage; Magnetometer: High-sensitivity magnetometer; Camera: Low-light colour camera and strobe; SBP: Lightweight wideband SBP",https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/autonomous-underwater-vehicle-hugin-edge/,https://www.kongsberg.com/contentassets/8cf870df24534451afb5f54d171ba2ba/datasheet_hugin_edge.pdf,{'Data sheet': ['https://www.kongsberg.com/contentassets/8cf870df24534451afb5f54d171ba2ba/datasheet_hugin_edge.pdf']},,
"Autonomous Underwater Vehicle, HUGIN Endurance","Seafloor mapping, Surveillance & monitoring, Naval, Geophysical survey, Autonomous and uncrewed solutions",,,,,"HUGIN Endurance can be configured with a variety of sensors for different applications. It is the largest member of the HUGIN family (Ø1.2 m, 10 m long) and remains transportable with a standard shipping container. The latest advances in lithium-ion batteries have extended mission time to days and weeks. Equipped with KONGSBERG’s Sunstone, it collects consistent, high-resolution data without the need for in-mission supervision, reducing carbon footprint and allowing uninterrupted shore-to-shore operations for up to 15 days. HUGIN Endurance is capable of mission ranges up to 2200 km, can be fitted with a variety of sensors for different applications, and comes with the World leading KONGSBERG Sunstone inertial navigation system with HISAS micronavigation, terrain-referenced navigation, and single transponder navigation aiding for unsupervised operations.","HUGIN Endurance is capable of mission ranges up to 2200 km, which is equivalent to the sailing distance from New York City to Cuba. It can be fitted with a variety of sensors for different applications, including HISAS1032 dual receiver and EM2040 dual receiver for accurate seabed mapping and inspection. HUGIN Endurance comes with the World leading KONGSBERG Sunstone inertial navigation system with HISAS micronavigation, terrain-referenced navigation, and single transponder navigation aiding for unsupervised operations. HUGIN Endurance uses surface awareness sensors to avoid other marine traffic during communication with the remote operating center. HUGIN Endurance supports remote operation through Kognifai, with integration with other data platforms available. Specifications are subject to change without notice.",https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/autonomous-underwater-vehicle-hugin-endurance/,https://www.kongsberg.com/contentassets/3a18a176bcca41e98b7f08eedf64e4e8/473631a_hugin_endurance_datasheet.pdf,"{'Data sheet': ['https://www.kongsberg.com/contentassets/3a18a176bcca41e98b7f08eedf64e4e8/473631a_hugin_endurance_datasheet.pdf'], 'Downloads': ['https://www.kongsberg.com//maritime/products/marine-robotics/autonomous-underwater-vehicles/AUV-hugin/', 'https://www.kongsberg.com//maritime/products/marine-robotics/autonomous-underwater-vehicles/AUV-hugin-superior/', 'https://www.kongsberg.com//maritime/products/marine-robotics/autonomous-underwater-vehicles/autonomous-underwater-vehicle-hugin-endurance/']}",,
"Autonomous Underwater Vehicle, HUGIN Superior","Seafloor mapping, Surveillance & monitoring, Naval, Geophysical survey, Autonomous and uncrewed solutions",,,,,"Superior data coverage
Superior position solution
Superior endurance
Multirole platforn for all applications
• Geophysical Survey
• Hydrography
• Marine Archaeology
• Environmental, Leak and Seep Detection
• Defence including REA. MCM and moire","TECHNICAL SPECIFICATIONS
HUGIN SUPERIOR PERFORMANCE DATA
Depth rating
• 6000 neters
Weight and dimensions
• 8875 mn, ~6.6 n length, ~2200 kg
Vehicle speed
• Useful speed range: 2-5.2 knots
• Typical operating speed range: 3-4
knots
Energy and endurance
• Pressure tolerant Lithium polyner battery
• 62.5 kih energy capacity
• 72 (52) hours endurance p 3 (4) knots. payloads running 90% of the tine
• Charge tine: 5-8 hours
• Hot-swappable batteries for fast turnaround
• Battery blocks UN 38.3 certified for transport by air, sea and land
Navigation
• Kongsberg Sunstone INS
• Navigation grade IMU
• Doppler Velocity Log (DVL) with botton
and water track
• SAS nicro-navigation (DPCA)
• Surface GPS with L2 and SBAS options.
• High accuracy depth sensor
• 0.04% of distance travelled (CEPS0), DVL and DPCA aided INS, straight line
• USBL positioning and aiding using
Kongsberg HiPAP systens
• Single-transponder positioning
• Terrain-referenced navigation|
• Forward Looking Sonar (FLS) with advanced terrain following. collision avoidance and under-ice functionality
• CNODE acoustic connunication (lou and nedium frequency options)
• Wi-Fi (IEEE 802.11g)|
• UHF 2-way radio link
• Iridiun energency localization beacon (incl. battery backup)
• Iridiun over-the-horizon 2-way satellite link
Payload sensors
• Kongsberg HISAS 1032 Dual-Rx Synthetic Aperture Sonar (SAS)
• High resolution: 5x5 cn SAS inagery. 20x20x20 cn SAS
bathynetry & 200 m
• Long range: 500 me 2.5 knots.
300 n & 4 knots
• High area coverage rate:
-4.5 kn2/h
• EM 2040 nkII multibeen echo sounder
• Triple frequency: 200/300/400 kHz
Wide swath: Up to 150 degrees on
fat bottom
• Dual swath (dual ping), nultiple detections and water column data logging options
• EdgeTech sub-botton profiler
• LU sensor
• Digitel still inage color camera
• Laser profiler
• Magnetoneter and turbidity sensor
• Acoustic Doppler Current Profiling (ADCP)
• Methane (CH4) sensor
• HUSIN Operator Station (HOS)|
• Kongsberg Control Processor (CP), Payload Processor (PP) and Sunstone navigation systen
• Autononous pipeline tracking using
HISAS and EM nultibeen
• Kongsberg Sunstone Postea for navigation post-processing (builds on two decades of NavLab experience and development in collaboration with FFI)
• Reflection post-mission visualisation package availabe
• SITAR in-misssion autonatic target recognition available
Date handling
• 10 GbE swappable Network Attached
Storage (NAS)
• In-nission processing options
Topside equipment
• Operator and payload computers
• Post-nission analysis computer
• Vehicle battery charger
• Maintenance trolley and lifting
• Portable installation options
• GNSS navigetion systen (option)|
• HiPAP acoustic positioning and communication systen (option)
Containers and launch and recovery systen
• Launch and recovery stinger for deck and container installation
• DNV 2.7-1 certified offshore containers| for nobile systens",https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/AUV-hugin-superior/,https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/hugin-superior.pdf,"{'Course description': ['https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/auv-management-course.pdf'], 'Data sheet': ['https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/hugin-superior.pdf'], 'Downloads': ['https://www.kongsberg.com//maritime/products/marine-robotics/autonomous-underwater-vehicles/AUV-hugin/', 'https://www.kongsberg.com//maritime/products/marine-robotics/autonomous-underwater-vehicles/autonomous-underwater-vehicle-hugin-endurance/', 'https://www.kongsberg.com//maritime/products/marine-robotics/underwater-vehicle-instruments/navlab-generic-simulation-and-post-processing-navigation-software/']}",,
